machine_id,equipment_type,age_months,operating_hours,maintenance_history,sensor_temp,sensor_vibration,sensor_pressure,sensor_humidity,failure_next_30_days
MACH-018497,compressor,233,129518.2,81,72.22,0.984,64.0,95.81,0
MACH-018498,pump,13,5130.9,65,145.12,2.2577,13.79,48.61,0
MACH-018499,turbine,16,73694.3,92,5.78,12.1683,99.83,61.74,0
MACH-018500,pump,32,153373.9,76,111.44,1.8933,61.76,29.28,0
MACH-018501,pump,103,35954.6,78,148.83,4.0259,5.45,12.41,0
MACH-018502,pump,84,191480.1,51,172.31,8.3348,84.06,99.59,0
MACH-018503,motor,145,1419.5,49,70.48,13.1183,38.25,95.12,0
MACH-018504,compressor,91,111683.1,22,47.58,13.4782,2.7,42.36,0
MACH-018505,compressor,188,16900.8,19,75.59,14.745,42.32,63.31,0
MACH-018506,turbine,97,152086.0,54,31.71,0.89,8.34,68.84,0
MACH-018507,turbine,251,123366.4,88,106.45,13.1281,58.97,2.79,0
MACH-018508,motor,93,80977.7,50,18.23,5.8226,29.69,99.65,0
MACH-018509,turbine,74,20274.6,20,107.34,1.3187,28.7,74.71,0
MACH-018510,pump,259,90346.3,59,78.11,2.2283,45.83,99.57,0
MACH-018511,pump,198,69928.6,47,180.42,11.7918,84.82,67.59,0
MACH-018512,motor,15,37583.0,25,152.81,8.1399,20.17,12.56,0
MACH-018513,compressor,46,36739.2,66,26.5,7.6743,95.94,41.92,0
MACH-018514,pump,15,169495.5,34,187.72,4.9478,11.72,31.47,0
MACH-018515,turbine,239,65745.5,85,162.79,12.9476,27.62,44.77,0
MACH-018516,motor,189,19877.7,81,153.04,1.2833,83.75,79.32,0
MACH-018517,motor,280,31630.2,85,60.49,3.0595,96.51,3.91,0
MACH-018518,compressor,99,132212.4,93,130.04,5.9963,25.93,15.13,0
MACH-018519,motor,15,73927.5,36,112.01,11.08,58.56,99.73,0
MACH-018520,motor,138,11269.6,74,10.4,11.221,52.68,59.11,0
MACH-018521,turbine,24,10974.2,12,154.0,3.1319,86.36,75.71,0
MACH-018522,motor,44,11892.0,73,197.3,0.3604,15.25,0.1,0
MACH-018523,pump,237,147459.1,49,58.34,4.6767,73.64,97.87,0
MACH-018524,compressor,114,170000.2,35,103.17,4.3198,44.64,91.47,0
MACH-018525,compressor,265,169040.2,88,156.63,10.2691,92.12,26.39,1
MACH-018526,pump,155,109124.1,36,181.18,4.3739,15.17,16.19,0
MACH-018527,turbine,195,78445.5,29,0.77,6.4767,12.42,13.99,0
MACH-018528,motor,251,63458.3,65,121.24,11.8795,82.57,83.5,0
MACH-018529,pump,139,149074.7,54,138.45,7.6105,58.47,77.14,0
MACH-018530,pump,96,161578.1,79,114.94,7.2662,85.97,22.74,1
MACH-018531,compressor,231,187785.3,15,71.98,0.6836,7.39,55.24,0
MACH-018532,pump,250,196964.5,100,104.71,9.1066,9.75,56.33,0
MACH-018533,motor,90,140994.2,75,71.44,3.4462,45.43,32.08,0
MACH-018534,compressor,247,38471.1,34,185.39,4.1882,58.02,29.79,0
MACH-018535,turbine,298,192434.4,61,158.27,1.4588,69.02,96.27,1
MACH-018536,motor,59,24536.1,0,121.16,9.8584,68.88,3.94,0
MACH-018537,turbine,255,55849.2,74,74.9,7.7259,38.68,16.58,0
MACH-018538,motor,27,166464.0,5,44.72,10.7722,91.97,33.96,0
MACH-018539,turbine,267,103048.4,29,55.21,9.0954,91.93,23.36,1
MACH-018540,motor,268,48858.9,81,81.47,13.4562,37.03,91.12,0
MACH-018541,pump,257,104769.1,68,84.65,7.1171,44.96,63.08,0
MACH-018542,compressor,105,154091.7,53,54.75,9.5311,14.25,11.0,0
MACH-018543,turbine,280,54744.5,17,54.63,13.2724,58.93,48.6,1
MACH-018544,turbine,167,100196.5,76,108.99,10.4042,66.32,54.29,0
MACH-018545,turbine,20,57436.5,42,153.27,6.957,41.33,56.26,0
MACH-018546,pump,255,79571.6,66,56.53,14.3353,31.06,42.78,0
MACH-018547,compressor,273,42401.0,84,166.82,13.062,63.32,30.86,0
MACH-018548,compressor,91,141508.5,100,120.98,8.5146,56.2,51.75,0
MACH-018549,compressor,75,62829.5,51,85.92,14.9013,28.33,17.49,0
MACH-018550,pump,171,101354.2,61,146.36,8.2478,26.32,30.04,0
MACH-018551,pump,108,160909.5,90,42.98,3.3417,59.74,70.56,0
MACH-018552,compressor,192,28318.8,46,121.03,8.3522,39.83,41.71,0
MACH-018553,turbine,112,132322.7,82,139.45,14.4341,18.15,42.2,0
MACH-018554,pump,66,66113.5,75,194.21,0.3215,0.25,45.3,0
MACH-018555,pump,70,97603.6,53,100.99,3.9869,39.36,13.28,0
MACH-018556,motor,198,143212.1,98,120.17,10.7388,4.59,9.4,0
MACH-018557,motor,132,184708.2,34,132.41,14.8917,27.3,51.9,1
MACH-018558,turbine,5,172123.2,96,23.47,12.3712,80.94,97.35,0
MACH-018559,turbine,152,180019.0,75,184.12,2.4694,54.81,15.9,0
MACH-018560,compressor,237,9923.5,56,140.04,0.4465,60.34,18.02,0
MACH-018561,turbine,45,84196.1,75,85.65,0.1042,46.61,96.55,0
MACH-018562,pump,74,160260.9,27,16.84,5.287,1.4,4.63,0
MACH-018563,turbine,108,162297.3,52,93.97,5.3616,20.94,53.03,0
MACH-018564,motor,279,83944.7,72,138.12,10.2597,97.58,60.2,0
MACH-018565,motor,105,57082.5,13,66.35,5.0464,31.57,14.57,0
MACH-018566,pump,252,109753.2,99,120.75,14.1089,20.28,77.24,1
MACH-018567,pump,203,149312.9,32,46.88,5.8196,76.33,14.14,0
MACH-018568,pump,298,138314.9,75,23.84,2.7626,6.21,94.04,0
MACH-018569,motor,175,50125.2,48,178.54,11.5212,70.94,8.81,1
MACH-018570,pump,96,55.7,87,41.46,0.0078,3.82,92.72,0
MACH-018571,pump,215,177248.4,95,126.36,8.9584,83.56,58.74,0
MACH-018572,compressor,28,89073.2,11,129.55,12.8586,86.73,22.98,0
MACH-018573,turbine,236,166494.4,78,168.97,6.1805,41.25,92.13,0
MACH-018574,pump,71,174270.7,57,76.14,14.4927,70.36,95.81,0
MACH-018575,compressor,201,187759.3,78,54.51,9.4768,24.18,85.0,0
MACH-018576,turbine,175,70561.2,90,18.18,8.6956,69.93,93.13,0
MACH-018577,motor,73,131947.5,20,158.14,6.3384,21.12,57.52,1
MACH-018578,pump,145,119262.1,85,184.17,2.7624,89.09,2.29,0
MACH-018579,pump,151,32827.5,15,79.83,1.3437,70.16,54.17,0
MACH-018580,turbine,231,87390.9,31,58.26,13.2194,65.87,78.12,0
MACH-018581,motor,140,86118.2,98,52.76,1.4362,49.31,3.06,0
MACH-018582,pump,18,38169.9,19,182.18,8.7929,91.41,80.43,1
MACH-018583,turbine,23,74986.3,29,78.67,0.2033,39.08,46.95,0
MACH-018584,turbine,200,87254.0,78,146.34,13.4475,59.88,93.32,1
MACH-018585,compressor,269,159952.1,66,124.19,6.1776,57.11,14.85,1
MACH-018586,pump,131,171650.1,83,97.79,9.7407,63.51,43.63,0
MACH-018587,pump,28,143422.5,76,56.39,4.0125,48.99,26.18,0
MACH-018588,pump,52,161023.0,23,145.59,0.7768,14.92,37.46,0
MACH-018589,pump,293,19694.5,52,87.49,1.7787,26.82,52.77,0
MACH-018590,compressor,211,111403.1,6,26.92,13.8712,33.58,44.24,1
MACH-018591,motor,10,51763.1,7,89.5,0.6389,51.41,35.43,0
MACH-018592,turbine,78,83728.7,79,179.35,10.1178,15.51,45.93,0
MACH-018593,pump,219,140609.6,33,98.29,13.3817,6.35,27.74,0
MACH-018594,compressor,190,189384.1,49,168.38,4.6985,29.01,70.89,0
MACH-018595,turbine,87,71367.3,94,85.94,12.6963,80.55,34.8,0
MACH-018596,pump,209,115496.5,70,4.84,2.6058,74.05,35.99,0
MACH-018597,compressor,272,21419.4,56,95.78,0.2339,39.53,25.85,0
MACH-018598,compressor,271,136508.7,55,5.3,11.1734,10.48,93.49,0
MACH-018599,pump,248,47612.6,96,42.9,7.7652,97.8,50.2,0
MACH-018600,motor,107,93805.9,36,36.9,9.5934,68.35,47.01,0
MACH-018601,turbine,8,65161.7,16,47.57,4.7024,53.16,97.66,0
MACH-018602,turbine,118,10131.0,93,47.48,8.9939,32.91,10.05,0
MACH-018603,motor,7,148149.6,6,172.14,0.939,86.19,70.91,0
MACH-018604,pump,172,123875.3,85,75.89,8.9892,30.09,3.28,0
MACH-018605,pump,181,163522.2,66,158.2,8.4078,89.7,84.99,1
MACH-018606,turbine,103,189262.9,19,10.74,7.5193,64.68,95.1,0
MACH-018607,compressor,45,82172.4,28,20.25,1.3199,21.35,67.91,0
MACH-018608,motor,158,151257.7,40,34.35,0.2206,47.4,39.82,0
MACH-018609,pump,5,61970.9,57,61.09,4.5536,7.32,30.59,0
MACH-018610,turbine,83,86571.1,51,5.3,7.9,78.17,30.62,0
MACH-018611,motor,291,167182.1,37,4.87,11.5916,19.66,29.54,1
MACH-018612,compressor,275,179701.2,55,130.81,1.8541,30.65,92.35,0
MACH-018613,turbine,190,75189.8,25,197.57,11.5787,17.99,27.42,1
MACH-018614,compressor,113,160555.4,0,118.61,5.9227,4.54,6.3,1
MACH-018615,turbine,4,153178.0,8,115.96,3.2135,43.42,38.07,0
MACH-018616,compressor,196,37297.6,34,9.15,6.4038,91.5,19.0,0
MACH-018617,motor,148,125121.4,55,141.29,8.652,50.44,32.63,0
MACH-018618,turbine,215,99222.7,11,144.07,10.7374,64.62,88.75,1
MACH-018619,compressor,48,12565.7,5,82.57,6.9546,3.15,23.73,0
MACH-018620,turbine,250,109434.4,77,156.38,10.7693,55.13,38.95,0
MACH-018621,pump,242,195905.1,72,104.2,10.3146,79.83,34.3,0
MACH-018622,compressor,129,155980.1,49,6.73,13.3991,93.32,22.89,1
MACH-018623,compressor,9,40180.0,26,1.12,6.9705,58.84,13.31,0
MACH-018624,pump,140,44214.5,63,15.15,9.4829,16.73,17.75,0
MACH-018625,motor,112,63804.0,14,24.59,5.8981,75.0,30.49,0
MACH-018626,turbine,229,3598.3,1,157.74,9.3956,99.01,26.84,1
MACH-018627,compressor,72,14724.6,83,188.47,9.1005,60.8,94.86,0
MACH-018628,turbine,6,143849.8,77,13.84,2.4265,65.77,42.24,0
MACH-018629,pump,295,109329.9,91,136.29,6.6291,39.21,87.85,0
MACH-018630,pump,73,139211.2,83,117.64,13.156,3.18,80.0,0
MACH-018631,turbine,24,143082.9,12,19.79,3.5957,14.27,65.28,0
MACH-018632,motor,258,14733.4,5,77.94,8.879,95.58,17.41,0
MACH-018633,turbine,216,189174.8,96,118.52,6.9034,44.52,77.37,0
MACH-018634,turbine,81,193871.2,89,19.18,12.0391,49.55,45.48,0
MACH-018635,motor,144,6827.9,47,38.49,12.2079,45.41,22.54,0
MACH-018636,turbine,207,13559.2,57,72.28,6.6952,18.08,46.72,0
MACH-018637,turbine,245,163937.6,12,2.92,4.3144,47.03,61.82,0
MACH-018638,pump,112,121601.0,21,131.0,4.5831,25.73,90.2,0
MACH-018639,pump,65,198343.1,37,57.32,10.172,56.13,59.15,0
MACH-018640,pump,5,49381.7,23,14.28,8.0914,89.8,12.0,0
MACH-018641,compressor,257,159097.3,55,19.96,14.2717,95.53,33.09,1
MACH-018642,pump,245,104934.8,39,45.09,13.4261,72.96,16.57,0
MACH-018643,motor,286,111036.7,26,74.72,7.033,94.09,65.14,1
MACH-018644,motor,225,41777.6,23,124.28,0.5438,67.9,13.08,0
MACH-018645,pump,64,121348.3,78,175.88,4.8761,39.75,93.94,0
MACH-018646,motor,73,82135.1,65,189.12,8.3604,92.73,23.21,1
MACH-018647,compressor,73,44124.2,11,137.82,9.6327,93.19,57.82,0
MACH-018648,turbine,138,167412.3,76,119.88,12.4903,46.57,71.25,0
MACH-018649,motor,290,42840.6,89,6.34,8.3159,78.16,69.58,0
MACH-018650,compressor,208,60062.6,25,3.23,8.0017,62.96,80.13,0
MACH-018651,compressor,131,17371.2,42,28.79,13.0361,28.52,71.63,0
MACH-018652,motor,222,135245.2,11,18.14,14.1093,90.79,2.82,1
MACH-018653,compressor,251,56774.5,98,92.93,4.4683,19.23,64.79,0
MACH-018654,turbine,122,191576.7,72,92.36,8.524,96.64,73.32,1
MACH-018655,pump,253,148304.5,45,199.07,11.0742,32.23,14.4,1
MACH-018656,compressor,6,180235.4,8,184.84,5.824,30.09,65.92,1
MACH-018657,pump,94,39283.5,1,28.71,14.1214,41.02,85.9,0
MACH-018658,turbine,51,127955.7,46,184.96,5.714,61.17,43.86,0
MACH-018659,compressor,54,175968.2,39,168.37,8.3933,9.56,47.21,0
MACH-018660,pump,61,192303.2,43,144.65,0.3117,38.9,48.9,0
MACH-018661,compressor,110,130042.8,39,96.49,7.6155,10.83,40.07,0
MACH-018662,motor,218,189520.1,96,186.97,6.1283,96.95,98.7,1
MACH-018663,pump,178,29525.5,36,38.55,0.4798,45.63,85.46,0
MACH-018664,turbine,133,8112.7,41,12.37,3.1945,83.96,95.65,0
MACH-018665,motor,150,93017.3,76,154.94,13.6242,50.5,12.55,0
MACH-018666,pump,55,63462.7,35,96.7,9.4785,60.31,46.15,0
MACH-018667,compressor,222,185199.5,59,93.74,7.244,30.89,95.75,1
MACH-018668,motor,227,3216.9,73,77.23,11.8503,60.9,21.52,0
MACH-018669,compressor,165,63410.0,91,199.28,6.3405,79.34,75.75,1
MACH-018670,pump,245,69949.4,3,82.56,3.3151,27.52,52.08,0
MACH-018671,turbine,242,142595.5,63,44.94,10.84,84.93,64.44,1
MACH-018672,motor,242,372.0,53,87.74,6.8796,29.74,72.05,0
MACH-018673,motor,32,169980.6,59,118.86,2.2519,0.82,3.77,0
MACH-018674,turbine,26,186889.8,99,9.01,1.4337,96.65,68.59,0
MACH-018675,compressor,132,96822.7,27,74.89,12.2938,93.46,34.9,1
MACH-018676,pump,18,21635.3,82,67.94,8.5442,54.61,21.46,0
MACH-018677,compressor,5,10141.5,66,115.71,11.9628,75.51,19.15,0
MACH-018678,compressor,40,51687.3,42,120.19,2.9772,67.37,47.42,0
MACH-018679,motor,37,26915.5,70,80.61,8.4003,49.62,63.27,0
MACH-018680,pump,98,100589.4,78,157.89,0.1248,29.8,59.08,0
MACH-018681,pump,100,82035.3,4,139.92,10.5589,94.06,97.07,0
MACH-018682,turbine,246,38352.4,55,189.26,8.2849,52.68,60.21,1
MACH-018683,pump,271,166634.7,5,140.36,12.6352,44.4,30.94,1
MACH-018684,compressor,52,120059.6,2,178.25,10.0902,60.74,76.26,1
MACH-018685,turbine,115,125259.4,21,63.24,14.2337,85.79,66.83,1
MACH-018686,motor,153,136668.3,20,185.59,1.9655,50.87,56.73,0
MACH-018687,pump,83,172962.0,58,146.34,4.1381,12.45,15.34,0
MACH-018688,compressor,100,134985.7,83,63.56,5.0492,46.36,33.12,0
MACH-018689,compressor,202,26596.4,64,118.07,9.9598,16.63,44.61,0
MACH-018690,pump,128,76619.9,85,186.89,9.9089,26.75,99.43,0
MACH-018691,compressor,212,104321.2,35,149.3,12.2764,58.98,18.6,0
MACH-018692,pump,23,37044.0,91,133.14,10.3242,55.8,12.98,0
MACH-018693,motor,145,188047.8,24,167.7,5.8318,95.03,23.52,1
MACH-018694,motor,94,50463.8,74,50.27,1.4151,67.26,16.22,0
MACH-018695,turbine,87,154413.6,16,199.18,7.4881,33.96,32.99,1
MACH-018696,turbine,141,190321.0,58,2.5,2.7027,23.42,68.25,0
MACH-018697,compressor,91,54962.1,30,187.02,2.8513,9.71,6.66,0
MACH-018698,compressor,228,91131.6,62,99.78,14.9127,43.29,53.93,0
MACH-018699,pump,56,49758.5,45,192.06,13.356,58.02,73.06,0
MACH-018700,pump,268,164498.8,11,24.97,1.0091,74.88,97.25,0
MACH-018701,turbine,109,159048.7,60,178.37,11.8638,1.05,11.98,1
MACH-018702,motor,159,178665.3,75,127.56,10.4242,85.77,53.99,0
MACH-018703,compressor,51,12539.9,87,188.97,2.7034,38.15,36.5,0
MACH-018704,compressor,276,148010.0,92,2.08,8.5813,73.44,9.11,1
MACH-018705,motor,193,115929.7,64,120.86,4.8715,46.36,78.28,0
MACH-018706,compressor,231,84696.8,65,144.35,1.0642,36.48,65.63,0
MACH-018707,compressor,269,177895.9,55,140.82,0.7126,96.75,35.77,1
MACH-018708,pump,299,173470.1,94,189.42,2.3617,92.99,59.97,1
MACH-018709,compressor,77,139947.1,34,36.07,3.7946,63.58,61.43,0
MACH-018710,pump,99,34414.0,50,103.14,7.2755,92.28,91.38,0
MACH-018711,motor,73,51924.5,43,137.35,2.8699,1.12,2.93,0
MACH-018712,turbine,151,31216.0,33,88.61,1.8052,50.94,5.36,0
MACH-018713,turbine,270,51248.3,65,59.71,14.7456,93.77,28.87,0
MACH-018714,pump,222,154632.8,6,96.22,9.9033,54.59,87.66,1
MACH-018715,compressor,171,66720.4,64,117.89,12.6681,82.92,79.32,0
MACH-018716,compressor,143,56523.2,84,165.19,10.761,3.47,42.23,0
MACH-018717,compressor,219,49779.2,21,64.94,11.6653,39.81,70.73,0
MACH-018718,turbine,141,10094.9,24,90.49,8.95,44.79,35.7,0
MACH-018719,pump,267,68042.9,81,39.93,7.3441,46.09,68.46,0
MACH-018720,compressor,168,18891.0,29,121.28,12.3582,36.71,76.32,0
MACH-018721,motor,200,112384.2,83,115.1,14.6487,35.88,7.48,0
MACH-018722,pump,204,36985.9,63,116.79,1.0076,4.66,91.35,0
MACH-018723,motor,223,54341.1,99,27.63,11.5243,31.06,53.24,0
MACH-018724,pump,144,95671.7,48,111.24,2.924,0.03,19.87,0
MACH-018725,compressor,117,76219.0,90,153.69,3.5414,20.4,96.97,0
MACH-018726,compressor,125,64301.1,93,42.25,0.5484,25.87,39.39,0
MACH-018727,compressor,282,191318.2,10,40.7,12.561,14.65,98.86,1
MACH-018728,pump,33,11669.7,21,147.28,14.8868,1.19,78.59,0
MACH-018729,turbine,212,176071.1,43,172.15,2.2487,72.38,50.57,1
MACH-018730,pump,289,185707.1,27,157.45,9.0884,81.65,50.29,1
MACH-018731,motor,22,193580.9,5,71.12,9.0572,63.95,13.49,0
MACH-018732,motor,186,172412.5,98,85.94,3.0623,57.37,77.15,0
MACH-018733,compressor,179,161969.7,77,103.76,1.1225,25.82,97.61,0
MACH-018734,motor,101,47344.7,35,84.0,10.3605,93.5,50.67,1
MACH-018735,turbine,29,36029.7,88,3.69,14.6395,61.89,42.26,0
MACH-018736,turbine,204,120544.4,94,65.5,1.6094,70.99,92.23,0
MACH-018737,turbine,157,107100.3,49,160.59,3.5378,6.62,49.03,0
MACH-018738,pump,226,144175.6,13,51.03,10.1595,59.37,72.35,0
MACH-018739,turbine,27,23495.3,18,157.13,8.7556,58.44,29.81,0
MACH-018740,pump,281,57215.9,83,169.6,14.9221,13.5,75.33,0
MACH-018741,turbine,189,134447.0,46,139.08,4.6393,46.38,88.94,1
MACH-018742,turbine,133,122376.4,51,113.76,3.8348,13.33,73.24,0
MACH-018743,pump,137,69723.2,13,112.87,4.5071,10.39,40.49,0
MACH-018744,pump,286,29618.0,3,73.62,6.4618,37.36,10.77,0
MACH-018745,compressor,166,171574.1,9,105.47,4.5485,93.24,8.44,1
MACH-018746,pump,175,166226.6,70,58.93,6.1365,38.22,48.58,0
MACH-018747,turbine,195,29241.6,12,135.26,10.5018,94.77,95.61,1
MACH-018748,compressor,94,149859.6,84,101.89,0.3346,23.19,30.92,0
MACH-018749,compressor,76,28383.7,10,139.42,9.2129,40.76,69.87,0
MACH-018750,turbine,226,90287.1,18,156.51,6.3227,35.44,59.67,1
MACH-018751,pump,96,93223.3,90,123.84,7.7991,93.44,76.31,0
MACH-018752,compressor,11,80363.1,53,31.28,11.8522,58.74,21.4,0
MACH-018753,turbine,145,68432.9,3,106.27,9.3785,38.65,88.73,0
MACH-018754,pump,4,93511.4,19,144.58,10.625,71.55,19.95,0
MACH-018755,pump,170,142348.0,28,108.72,14.9795,65.3,36.11,1
MACH-018756,pump,194,66209.7,27,1.26,12.292,88.64,71.97,0
MACH-018757,motor,278,116027.1,20,75.0,13.8405,6.26,92.07,0
MACH-018758,pump,183,71725.4,35,144.17,5.504,73.44,75.43,0
MACH-018759,pump,106,194217.0,44,20.05,6.1329,47.72,25.43,0
MACH-018760,turbine,193,136746.8,8,116.86,0.5626,18.66,49.53,0
MACH-018761,motor,178,170454.3,25,28.97,4.7108,14.0,48.74,0
MACH-018762,motor,223,86419.5,99,141.51,6.6445,52.76,18.41,0
MACH-018763,motor,277,51269.6,25,111.74,1.0543,76.37,0.88,0
MACH-018764,turbine,30,15797.3,16,189.67,8.9084,96.99,61.2,1
MACH-018765,motor,216,163410.6,90,1.77,4.1227,46.51,44.14,0
MACH-018766,motor,242,139627.8,8,67.77,5.3729,78.9,85.95,0
MACH-018767,turbine,99,164245.1,66,75.95,4.3695,24.46,24.49,0
MACH-018768,pump,122,135828.6,6,116.39,12.5167,13.52,38.45,0
MACH-018769,motor,125,7557.0,29,189.79,8.5182,71.41,99.48,0
MACH-018770,compressor,113,84970.8,68,153.5,9.3298,69.35,67.92,0
MACH-018771,compressor,264,66305.2,32,158.47,9.7587,37.85,8.91,0
MACH-018772,turbine,98,86706.0,62,46.07,12.438,10.02,53.1,0
MACH-018773,turbine,132,133602.8,37,38.72,1.3276,0.82,52.63,0
MACH-018774,motor,176,113247.0,34,81.56,7.5332,39.07,53.51,1
MACH-018775,turbine,76,127125.8,39,60.74,1.8746,5.15,67.09,0
MACH-018776,pump,210,42096.1,5,150.72,6.7684,40.95,38.56,0
MACH-018777,pump,157,99241.0,18,92.54,1.741,20.91,52.51,0
MACH-018778,turbine,52,47033.3,60,152.45,9.425,73.42,62.9,0
MACH-018779,pump,56,102224.9,35,22.48,3.4344,25.82,24.29,0
MACH-018780,motor,9,59004.8,97,178.41,0.6554,99.26,0.52,0
MACH-018781,compressor,175,43428.3,88,102.05,4.6376,33.61,30.83,0
MACH-018782,motor,241,188062.8,74,198.25,7.0798,69.76,68.77,0
MACH-018783,turbine,298,53601.7,72,96.93,14.4049,7.94,36.68,0
MACH-018784,motor,198,125187.0,80,47.45,5.1433,39.4,60.01,1
MACH-018785,compressor,291,125282.8,3,33.14,14.2542,45.91,55.3,1
MACH-018786,pump,297,115337.4,20,126.72,2.751,10.66,65.17,0
MACH-018787,pump,185,143753.6,81,159.38,11.929,98.31,86.51,0
MACH-018788,pump,113,121671.2,92,183.85,2.4789,8.76,47.04,0
MACH-018789,compressor,266,169924.6,41,33.98,5.3459,69.59,26.68,0
MACH-018790,pump,190,5095.8,54,38.03,10.9437,44.25,7.29,0
MACH-018791,compressor,245,14753.7,73,89.65,9.2302,40.99,6.51,0
MACH-018792,motor,68,110823.7,44,47.73,14.0753,13.5,22.67,0
MACH-018793,compressor,286,79931.9,39,161.64,6.0744,77.05,42.13,0
MACH-018794,turbine,129,42409.1,100,65.3,6.5006,37.12,38.74,0
MACH-018795,turbine,262,70554.3,78,83.35,3.2361,93.98,11.01,0
MACH-018796,pump,113,129888.0,94,1.91,2.3014,17.27,31.56,0
MACH-018797,turbine,270,170628.9,67,9.79,10.5771,99.84,34.14,1
MACH-018798,turbine,202,36308.2,8,116.34,12.654,80.65,19.18,1
MACH-018799,compressor,69,58463.4,67,171.53,9.339,80.28,67.87,0
MACH-018800,pump,45,28006.9,37,89.66,1.932,16.24,84.24,0
MACH-018801,compressor,48,199323.2,89,178.02,3.7241,3.21,14.75,0
MACH-018802,compressor,113,3982.0,92,8.87,4.2414,0.17,89.53,0
MACH-018803,compressor,14,31545.7,83,178.5,10.3107,74.74,19.5,0
MACH-018804,motor,165,76957.7,54,117.12,12.4896,78.25,39.32,0
MACH-018805,compressor,198,39785.5,49,67.89,11.1989,99.66,47.67,1
MACH-018806,compressor,224,136038.3,31,20.08,8.6009,13.42,90.44,0
MACH-018807,motor,281,4572.8,66,47.34,7.2379,66.42,48.88,0
MACH-018808,turbine,241,102966.7,62,165.54,10.8752,36.98,94.54,0
MACH-018809,compressor,299,39331.1,38,196.88,4.8801,33.5,42.24,0
MACH-018810,motor,182,126391.9,96,14.26,8.2393,45.46,8.75,1
MACH-018811,compressor,256,23451.9,66,31.29,14.7046,53.27,72.02,0
MACH-018812,turbine,233,39494.9,27,73.73,2.744,64.82,18.26,0
MACH-018813,motor,250,166001.0,26,195.53,9.8769,57.16,66.72,1
MACH-018814,compressor,124,180009.1,14,26.32,3.3037,74.99,81.7,0
MACH-018815,pump,156,72268.8,57,187.54,0.3969,14.3,64.24,0
MACH-018816,motor,275,117516.8,43,60.55,11.8368,77.42,64.03,0
MACH-018817,compressor,136,135077.2,82,93.76,0.2845,16.32,50.3,0
MACH-018818,turbine,182,152172.8,9,59.17,2.9104,95.14,11.34,1
MACH-018819,compressor,193,107145.3,51,142.0,10.1482,49.71,94.2,0
MACH-018820,compressor,56,115725.4,9,14.99,10.6224,85.9,57.99,1
MACH-018821,motor,7,156718.1,68,168.67,13.2409,41.73,54.78,0
MACH-018822,compressor,209,109283.7,57,98.93,4.9267,52.57,41.44,0
MACH-018823,motor,239,107571.3,29,23.91,14.2353,18.82,22.88,0
MACH-018824,pump,175,56601.7,100,52.58,7.382,57.68,84.42,0
MACH-018825,pump,198,167641.5,82,21.59,2.2541,42.61,64.76,0
MACH-018826,compressor,21,88365.6,19,113.11,0.3424,62.38,58.1,0
MACH-018827,turbine,52,110542.6,47,185.55,3.6374,96.43,9.03,1
MACH-018828,motor,222,126485.3,69,49.1,8.3402,11.39,16.54,1
MACH-018829,turbine,191,108133.5,40,185.51,13.4012,31.57,97.3,0
MACH-018830,turbine,60,88478.1,47,50.66,7.5252,92.77,2.55,1
MACH-018831,compressor,180,97107.4,3,32.36,10.9898,27.78,42.7,0
MACH-018832,turbine,11,19988.6,48,172.23,4.7853,39.58,55.34,0
MACH-018833,motor,237,164455.8,10,108.67,11.7102,9.9,96.26,0
MACH-018834,motor,9,16175.0,84,70.0,12.7128,10.5,15.18,0
MACH-018835,compressor,252,197407.7,12,139.44,4.2386,40.22,60.08,1
MACH-018836,compressor,68,193962.4,6,91.66,4.6956,14.27,53.61,0
MACH-018837,compressor,77,176466.9,49,13.59,4.2929,9.65,55.04,0
MACH-018838,motor,278,15326.3,40,132.79,0.2117,32.25,61.49,0
MACH-018839,turbine,245,5184.5,7,135.75,12.7194,16.92,37.07,1
MACH-018840,pump,101,123468.6,58,99.88,12.9218,85.09,14.61,0
MACH-018841,pump,55,33083.2,62,111.68,2.3606,73.08,79.59,0
MACH-018842,motor,33,188119.8,60,4.74,7.5524,34.36,93.62,0
MACH-018843,pump,119,131441.3,15,54.66,9.432,45.37,93.93,0
MACH-018844,motor,175,171813.7,3,38.85,11.9277,37.65,84.79,0
MACH-018845,compressor,148,198830.0,62,162.92,7.1712,20.6,47.28,0
MACH-018846,motor,270,187661.8,97,37.31,13.4626,7.83,13.71,0
MACH-018847,pump,242,21034.8,51,152.44,6.8072,32.47,23.68,0
MACH-018848,motor,79,196506.3,75,115.11,1.9438,6.01,95.87,1
MACH-018849,compressor,271,14053.7,28,77.81,14.6476,15.16,50.75,1
MACH-018850,turbine,139,155685.5,8,148.84,5.5944,84.11,55.9,1
MACH-018851,turbine,6,149867.2,46,89.93,0.4693,92.65,52.23,0
MACH-018852,compressor,256,42591.3,6,146.74,14.8115,17.56,36.33,1
MACH-018853,pump,222,76454.5,46,164.94,10.1281,58.57,77.47,1
MACH-018854,pump,107,126125.8,33,55.13,12.2927,57.65,17.82,0
MACH-018855,motor,264,99525.3,13,164.72,6.2956,19.69,48.39,1
MACH-018856,pump,272,140774.0,93,97.44,7.0062,37.58,45.27,0
MACH-018857,compressor,287,26211.5,46,143.83,1.7396,68.16,8.03,1
MACH-018858,motor,274,81419.9,64,192.72,3.8979,2.98,31.61,1
