customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-04227,Female,0,Yes,Yes,70,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,month-to-month,No,bank_transfer,41.31,2891.81,No
CUST-04228,Female,1,No,Yes,33,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,month-to-month,Yes,electronic_check,77.28,2550.35,No
CUST-04229,Female,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,month-to-month,Yes,electronic_check,45.9,1606.5,Yes
CUST-04230,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,one year,No,electronic_check,94.44,3022.13,No
CUST-04231,Female,0,No,No,24,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,one year,No,credit_card,32.17,772.16,No
CUST-04232,Male,1,Yes,No,51,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,month-to-month,No,bank_transfer,51.8,2642.01,No
CUST-04233,Male,0,No,No,10,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,one year,Yes,electronic_check,88.1,880.96,No
CUST-04234,Female,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,month-to-month,Yes,bank_transfer,78.77,2284.3,No
CUST-04235,Male,1,Yes,Yes,58,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,month-to-month,No,electronic_check,61.76,3582.27,No
CUST-04236,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,month-to-month,No,bank_transfer,71.77,430.61,Yes
CUST-04237,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,No,No,No,No internet service,month-to-month,No,bank_transfer,57.76,4100.64,No
CUST-04238,Female,0,No,No,61,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,one year,Yes,electronic_check,57.36,3499.04,No
CUST-04239,Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,one year,No,bank_transfer,92.79,6495.02,No
CUST-04240,Female,0,No,Yes,57,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,month-to-month,Yes,credit_card,41.99,2393.39,No
CUST-04241,Female,1,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,month-to-month,Yes,credit_card,104.25,2918.94,No
CUST-04242,Male,1,Yes,No,69,Yes,Yes,DSL,No,No,Yes,No,No,Yes,two year,Yes,bank_transfer,80.7,5568.07,No
CUST-04243,Female,1,No,Yes,0,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,month-to-month,No,electronic_check,75.85,75.85,Yes
CUST-04244,Male,0,No,No,55,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,month-to-month,Yes,electronic_check,69.39,3816.49,No
CUST-04245,Male,1,No,Yes,31,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,two year,Yes,bank_transfer,93.76,2906.45,No
CUST-04246,Female,0,Yes,No,4,Yes,No,DSL,No,No internet service,No,No,No,Yes,one year,No,electronic_check,82.27,329.07,No
CUST-04247,Female,0,No,No,33,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,month-to-month,Yes,mailed_check,90.47,2985.48,No
CUST-04248,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,month-to-month,Yes,bank_transfer,97.63,2440.71,No
CUST-04249,Female,1,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,two year,No,bank_transfer,100.73,4834.98,No
CUST-04250,Male,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No internet service,month-to-month,No,electronic_check,56.07,3868.95,No
CUST-04251,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,month-to-month,Yes,bank_transfer,78.95,394.77,No
CUST-04252,Female,1,No,No,61,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,month-to-month,Yes,credit_card,76.72,4679.91,No
CUST-04253,Female,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,month-to-month,No,electronic_check,121.82,2314.6,Yes
CUST-04254,Female,1,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,two year,Yes,mailed_check,94.53,283.58,No
CUST-04255,Female,0,Yes,Yes,36,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,month-to-month,No,electronic_check,50.21,1807.48,No
CUST-04256,Female,1,No,No,61,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,month-to-month,Yes,mailed_check,73.42,4478.77,No
CUST-04257,Male,1,No,No,49,No,No phone service,DSL,No,Yes,No,Yes,No internet service,No internet service,month-to-month,Yes,mailed_check,46.92,2298.86,No
CUST-04258,Male,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No internet service,No,No,two year,No,electronic_check,76.18,1142.77,No
CUST-04259,Female,1,No,No,24,Yes,Yes,No,Yes,No internet service,No,Yes,No,No,one year,No,mailed_check,5.94,142.65,No
CUST-04260,Male,0,No,Yes,67,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,month-to-month,Yes,electronic_check,32.14,2153.38,No
CUST-04261,Male,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,month-to-month,No,mailed_check,65.18,130.37,Yes
CUST-04262,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,one year,Yes,electronic_check,132.29,3175.05,No
CUST-04263,Female,0,No,No,55,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,month-to-month,No,electronic_check,74.43,4093.76,No
CUST-04264,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,two year,No,credit_card,134.77,6334.42,No
CUST-04265,Female,1,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,one year,No,electronic_check,111.67,1005.04,No
CUST-04266,Female,1,Yes,No,63,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,two year,Yes,credit_card,75.36,4747.67,No
CUST-04267,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,month-to-month,No,electronic_check,85.93,4812.02,No
CUST-04268,Female,1,Yes,No,50,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,month-to-month,Yes,electronic_check,51.31,2565.74,No
CUST-04269,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,one year,Yes,credit_card,122.92,2581.31,No
CUST-04270,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,month-to-month,No,mailed_check,72.83,4370.03,No
CUST-04271,Male,1,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,one year,No,credit_card,107.27,4720.09,No
CUST-04272,Female,1,Yes,No,59,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,month-to-month,Yes,electronic_check,83.37,4919.06,No
CUST-04273,Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,two year,No,electronic_check,67.08,268.3,No
CUST-04274,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,month-to-month,No,bank_transfer,84.87,2800.58,Yes
CUST-04275,Male,1,No,No,9,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,two year,No,bank_transfer,57.37,516.29,No
CUST-04276,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,two year,No,bank_transfer,67.12,3624.29,No
CUST-04277,Male,1,Yes,No,48,No,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,month-to-month,No,bank_transfer,41.27,1981.1,No
CUST-04278,Male,1,No,No,64,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,month-to-month,Yes,bank_transfer,71.63,4584.14,No
CUST-04279,Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,month-to-month,Yes,electronic_check,122.11,7448.5,No
CUST-04280,Female,1,Yes,No,38,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,one year,Yes,electronic_check,41.34,1570.92,No
CUST-04281,Female,0,No,No,65,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,two year,Yes,mailed_check,68.67,4463.66,No
CUST-04282,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,one year,Yes,bank_transfer,48.71,681.98,No
CUST-04283,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,month-to-month,Yes,electronic_check,115.91,1738.58,Yes
CUST-04284,Female,1,Yes,No,49,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,month-to-month,Yes,credit_card,36.37,1782.34,No
CUST-04285,Male,1,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,Yes,electronic_check,119.83,8268.16,No
CUST-04286,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,month-to-month,Yes,electronic_check,95.31,2192.07,Yes
CUST-04287,Female,1,Yes,No,68,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,one year,Yes,mailed_check,44.06,2996.13,No
CUST-04288,Female,1,Yes,Yes,68,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,two year,Yes,electronic_check,129.24,8788.54,No
CUST-04289,Female,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,month-to-month,Yes,mailed_check,83.74,1423.53,Yes
CUST-04290,Male,1,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,month-to-month,No,mailed_check,121.99,1951.81,Yes
CUST-04291,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,No internet service,No,No,No,two year,Yes,electronic_check,39.3,1571.96,Yes
CUST-04292,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,two year,No,electronic_check,122.04,2196.65,No
CUST-04293,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,one year,Yes,mailed_check,106.59,7461.06,No
CUST-04294,Male,1,Yes,No,8,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,two year,Yes,mailed_check,17.58,140.65,No
CUST-04295,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,two year,Yes,bank_transfer,87.27,4450.73,No
CUST-04296,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,one year,No,mailed_check,85.43,1196.07,No
CUST-04297,Female,1,Yes,No,5,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,two year,Yes,electronic_check,37.54,187.7,No
CUST-04298,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,one year,No,credit_card,88.23,529.35,No
CUST-04299,Male,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,No,No,No,month-to-month,Yes,electronic_check,64.8,4536.08,No
CUST-04300,Female,1,Yes,No,68,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,two year,Yes,credit_card,72.5,4929.76,No
CUST-04301,Male,0,No,Yes,59,No,No phone service,No,No internet service,No,No,No,Yes,No,month-to-month,No,electronic_check,11.94,704.73,No
CUST-04302,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,month-to-month,Yes,bank_transfer,77.0,2695.06,No
CUST-04303,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,month-to-month,Yes,credit_card,108.05,4321.82,No
CUST-04304,Female,0,No,No,63,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,one year,Yes,mailed_check,61.93,3901.79,No
CUST-04305,Female,1,Yes,No,22,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,one year,Yes,bank_transfer,37.89,833.57,No
CUST-04306,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,two year,Yes,credit_card,108.18,3137.29,No
CUST-04307,Male,1,Yes,No,3,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,month-to-month,Yes,bank_transfer,74.7,224.09,Yes
CUST-04308,Female,0,No,Yes,38,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,month-to-month,No,electronic_check,27.14,1031.24,No
CUST-04309,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,month-to-month,Yes,bank_transfer,73.68,2431.36,No
CUST-04310,Male,1,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,month-to-month,Yes,electronic_check,135.31,1082.51,Yes
CUST-04311,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,Yes,mailed_check,63.18,2653.6,No
CUST-04312,Male,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,month-to-month,Yes,bank_transfer,54.39,2665.35,No
CUST-04313,Male,1,No,Yes,57,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,month-to-month,No,electronic_check,57.74,3291.1,No
CUST-04314,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,one year,Yes,credit_card,111.91,4028.9,No
CUST-04315,Male,0,Yes,No,24,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,month-to-month,Yes,credit_card,37.79,907.03,No
CUST-04316,Female,0,No,No,44,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,one year,Yes,credit_card,72.37,3184.43,No
CUST-04317,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,two year,Yes,electronic_check,118.52,2725.95,No
CUST-04318,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,two year,Yes,credit_card,114.72,3441.59,No
CUST-04319,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,month-to-month,Yes,mailed_check,95.99,4607.74,No
CUST-04320,Female,0,No,Yes,6,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,one year,Yes,bank_transfer,47.87,287.24,No
CUST-04321,Female,1,Yes,No,64,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,two year,Yes,bank_transfer,58.02,3713.18,No
CUST-04322,Female,1,No,No,22,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,two year,Yes,bank_transfer,19.59,430.88,No
CUST-04323,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,Yes,electronic_check,109.58,4163.93,No
CUST-04324,Male,0,No,Yes,40,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,month-to-month,No,bank_transfer,53.69,2147.79,No
CUST-04325,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,two year,Yes,mailed_check,110.09,1871.47,No
CUST-04326,Female,1,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,one year,Yes,electronic_check,59.64,2624.18,No
CUST-04327,Female,0,No,No,13,No,No phone service,No,Yes,No,Yes,No,No,Yes,month-to-month,Yes,bank_transfer,14.75,191.71,No
CUST-04328,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No,Yes,No,one year,No,credit_card,88.38,6009.74,No
CUST-04329,Female,1,No,Yes,22,Yes,No,DSL,No,No,Yes,No internet service,No,No,month-to-month,Yes,mailed_check,74.03,1628.69,Yes
CUST-04330,Female,1,No,No,50,No,No phone service,DSL,No internet service,No,No,No,No,No,two year,Yes,bank_transfer,102.88,5143.75,No
CUST-04331,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,two year,Yes,credit_card,89.58,1433.28,No
CUST-04332,Male,1,Yes,Yes,7,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No internet service,month-to-month,No,mailed_check,76.28,533.93,No
CUST-04333,Male,1,No,No,20,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,two year,No,mailed_check,105.33,2106.7,No
CUST-04334,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,month-to-month,Yes,credit_card,81.82,490.89,Yes
CUST-04335,Male,1,No,Yes,64,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,month-to-month,Yes,bank_transfer,57.61,3687.11,No
CUST-04336,Female,1,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,two year,No,credit_card,99.83,6388.87,No
CUST-04337,Female,0,No,No,16,Yes,No,No,No,No,No,No internet service,No internet service,Yes,month-to-month,Yes,electronic_check,25.21,403.29,Yes
CUST-04338,Female,1,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,two year,Yes,bank_transfer,118.99,1308.85,No
CUST-04339,Male,1,No,No,49,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,month-to-month,Yes,credit_card,112.69,5521.99,No
CUST-04340,Male,1,Yes,No,32,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,month-to-month,No,electronic_check,98.16,3141.11,Yes
CUST-04341,Female,1,No,No,46,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,two year,Yes,mailed_check,22.7,1044.4,No
CUST-04342,Male,1,Yes,Yes,55,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,one year,Yes,bank_transfer,81.78,4497.74,No
CUST-04343,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,one year,No,electronic_check,70.44,774.83,No
CUST-04344,Male,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,month-to-month,Yes,bank_transfer,95.69,95.69,Yes
CUST-04345,Male,1,Yes,No,63,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,two year,Yes,credit_card,17.3,1090.02,No
CUST-04346,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,month-to-month,No,bank_transfer,105.98,6570.5,No
CUST-04347,Male,0,Yes,No,15,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,two year,Yes,bank_transfer,73.77,1106.6,No
CUST-04348,Male,1,No,Yes,4,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,one year,Yes,electronic_check,73.16,292.64,Yes
CUST-04349,Female,1,No,No,32,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,one year,No,mailed_check,44.06,1409.76,No
CUST-04350,Male,1,Yes,Yes,0,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,one year,Yes,credit_card,88.23,88.23,No
CUST-04351,Male,1,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,two year,Yes,mailed_check,69.39,1040.92,No
CUST-04352,Male,1,No,No,35,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,month-to-month,Yes,credit_card,94.15,3295.14,No
CUST-04353,Female,0,No,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,two year,No,mailed_check,94.98,5889.06,No
CUST-04354,Male,1,No,Yes,46,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,month-to-month,Yes,mailed_check,116.34,5351.69,No
CUST-04355,Female,0,No,Yes,52,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,two year,Yes,bank_transfer,85.7,4456.38,No
CUST-04356,Male,1,No,Yes,11,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,one year,No,mailed_check,129.13,1420.46,No
CUST-04357,Male,1,No,No,52,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,month-to-month,No,mailed_check,48.39,2516.12,No
CUST-04358,Male,0,No,Yes,70,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,month-to-month,Yes,bank_transfer,91.08,6375.29,No
CUST-04359,Male,1,No,Yes,64,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,two year,Yes,electronic_check,58.26,3728.49,No
CUST-04360,Female,1,No,No,72,Yes,Yes,No,No,No,No internet service,No,No,No internet service,two year,No,bank_transfer,35.99,2591.24,No
CUST-04361,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,one year,Yes,bank_transfer,78.49,3767.4,No
CUST-04362,Female,0,No,No,66,Yes,No,No,No,No internet service,Yes,No internet service,No,No,two year,Yes,credit_card,29.26,1930.89,No
CUST-04363,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,month-to-month,No,credit_card,102.21,102.21,No
CUST-04364,Female,1,No,No,8,No,No phone service,DSL,No,No,Yes,Yes,No,No internet service,one year,Yes,mailed_check,39.2,313.57,No
CUST-04365,Female,1,No,No,26,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,two year,Yes,bank_transfer,80.43,2091.26,No
CUST-04366,Female,1,No,Yes,16,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,month-to-month,Yes,mailed_check,55.3,884.81,No
CUST-04367,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,month-to-month,Yes,mailed_check,104.2,1771.44,No
CUST-04368,Male,0,No,No,61,Yes,Yes,No,No,No internet service,No,Yes,No,Yes,month-to-month,No,bank_transfer,5.11,311.41,No
CUST-04369,Male,1,No,No,44,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,two year,Yes,credit_card,104.4,4593.47,No
CUST-04370,Male,0,No,No,66,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,month-to-month,Yes,electronic_check,7.03,464.05,No
CUST-04371,Female,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,month-to-month,No,electronic_check,47.96,1103.06,No
CUST-04372,Female,0,No,No,56,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,month-to-month,Yes,mailed_check,87.56,4903.1,No
CUST-04373,Female,1,No,No,41,Yes,No,No,No,No,No internet service,No,Yes,No internet service,month-to-month,Yes,bank_transfer,18.49,758.17,No
CUST-04374,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,month-to-month,No,bank_transfer,101.27,3240.59,No
CUST-04375,Female,1,No,No,28,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,month-to-month,No,credit_card,65.49,1833.63,No
CUST-04376,Male,0,Yes,No,28,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,two year,Yes,credit_card,14.16,396.4,No
CUST-04377,Male,1,No,Yes,56,Yes,No,No,Yes,No,No internet service,No,No,No internet service,month-to-month,Yes,credit_card,11.23,629.12,No
CUST-04378,Female,0,No,Yes,8,Yes,No,DSL,No,No internet service,Yes,No,No,No,month-to-month,Yes,bank_transfer,73.2,585.57,No
CUST-04379,Male,0,No,No,7,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,month-to-month,Yes,electronic_check,85.37,597.59,Yes
CUST-04380,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,two year,No,credit_card,105.97,4344.85,No
CUST-04381,Female,1,Yes,No,66,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,one year,No,bank_transfer,113.33,7479.72,No
CUST-04382,Male,0,Yes,No,57,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,one year,No,bank_transfer,58.46,3332.21,No
CUST-04383,Female,0,No,Yes,62,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,one year,No,mailed_check,64.6,4004.99,No
CUST-04384,Female,1,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,one year,No,electronic_check,71.9,5177.16,No
CUST-04385,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,month-to-month,No,bank_transfer,124.96,4248.63,No
CUST-04386,Male,1,No,Yes,70,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,month-to-month,Yes,electronic_check,66.65,4665.32,No
CUST-04387,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,month-to-month,Yes,bank_transfer,49.02,2254.92,No
CUST-04388,Male,1,No,No,22,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,month-to-month,No,bank_transfer,65.38,1438.28,No
CUST-04389,Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,one year,No,mailed_check,105.71,6236.79,No
CUST-04390,Female,1,No,No,35,Yes,Yes,DSL,No,No,Yes,Yes,No,No,month-to-month,Yes,electronic_check,35.11,1229.01,No
CUST-04391,Male,0,No,No,40,Yes,No,Fiber optic,No,No internet service,No,No,No,No,month-to-month,Yes,mailed_check,107.62,4304.68,Yes
CUST-04392,Male,0,No,No,16,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,month-to-month,Yes,mailed_check,56.3,900.77,No
CUST-04393,Male,0,Yes,Yes,17,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,one year,Yes,electronic_check,88.41,1503.05,No
CUST-04394,Male,0,Yes,Yes,41,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,two year,No,credit_card,83.83,3437.17,No
CUST-04395,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,month-to-month,No,electronic_check,75.53,4985.19,No
CUST-04396,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,one year,Yes,electronic_check,82.32,5268.2,No
CUST-04397,Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,one year,No,mailed_check,80.76,969.13,No
CUST-04398,Female,0,Yes,No,19,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No,one year,Yes,credit_card,120.58,2290.95,No
CUST-04399,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,two year,No,credit_card,108.57,7491.17,No
CUST-04400,Male,0,No,Yes,65,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,month-to-month,Yes,mailed_check,98.7,6415.69,No
CUST-04401,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,one year,No,credit_card,39.23,863.02,No
CUST-04402,Female,1,No,No,34,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,one year,Yes,electronic_check,56.44,1919.05,No
CUST-04403,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,No internet service,Yes,No,two year,Yes,credit_card,61.53,369.19,No
CUST-04404,Male,1,Yes,No,67,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No internet service,one year,Yes,bank_transfer,38.15,2555.83,No
CUST-04405,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,month-to-month,Yes,bank_transfer,123.51,6916.4,No
